Database ID,Sample ID,Ecosystem,Sample type,Common name,Scientific name,Bush food group,Wildlife group,Compartment,Composite count,Dry mass fraction,Sex,Mussel age (y),Soil depth (cm),Family code,Collection date (day/month/year),Location,Status,Easting,Northing,Zone,Datum,Geocoding,U-238,U-238err,U-234,U-234err,Th-230,Th-230err,Ra-226,Ra-226err,Pb-210,Pb-210err,Po-210,Po-210err,Th-232,Th-232err,Ra-228,Ra-228err,Th-228,Th-228err,Ac-227,Ac-227err,K-40,K-40err,Al,As,Ba,Ca,Cd,Co,Cr,Cu,Fe,Hg,K,Mg,Mn,Na,Ni,P,Pb,Rb,S,Sb,Se,Sr,Th,U,V,Zn,Reference,Notes
3566,32440,Freshwater,Water,,,,,Filtered,,,,,,WATE0168,22/09/2003,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.7E-3,,3.3E-3,5.0E-1,<2.0E-5,2.0E-5,1.0E-4,4.2E-4,2.0E-2,,1.0E-1,1.0E+0,1.7E-3,2.2E+0,1.4E-4,,3.0E-5,,,,,4.2E-3,,1.7E-5,,2.4E-3,18,
3567,32441,Freshwater,Water,,,,,Filtered,,,,,,WATE0168,22/09/2003,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.5E-3,,3.2E-3,5.0E-1,<2.0E-5,2.0E-5,<1.0E-4,2.6E-4,2.0E-2,,1.0E-1,1.0E+0,1.1E-3,2.0E+0,7.0E-5,,2.0E-5,,,,,4.2E-3,,1.6E-5,,8.0E-4,18,
3568,32443,Freshwater,Water,,,,,Filtered,,,,,,WATE0168,22/09/2003,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,7.0E-3,,3.3E-3,5.0E-1,<2.0E-5,5.0E-5,<1.0E-4,2.9E-4,2.0E-2,,<1.0E-1,1.0E+0,7.0E-3,2.0E+0,1.0E-4,,7.0E-5,,,,,4.3E-3,,1.6E-5,,3.0E-4,18,
3569,32444,Freshwater,Water,,,,,Filtered,,,,,,WATE0168,22/09/2003,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.8E-3,,3.2E-3,5.0E-1,<2.0E-5,5.0E-5,<1.0E-4,2.5E-4,2.0E-2,,<1.0E-1,1.0E+0,6.9E-3,2.1E+0,<1.0E-5,,<1.0E-5,,,,,4.3E-3,,1.3E-5,,1.0E-4,18,
3570,32456,Freshwater,Water,,,,,Filtered,,,,,,WATE0169,29/09/2003,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.7E-3,3.0E-4,3.7E-3,7.0E-1,<2.0E-5,2.0E-5,2.0E-4,3.0E-4,1.0E-1,,2.0E-1,1.3E+0,1.2E-3,2.3E+0,1.4E-4,1.0E-2,3.0E-5,,,,<2.0E-4,5.7E-3,,1.4E-5,,9.0E-4,18,
3571,32457,Freshwater,Water,,,,,Filtered,,,,,,WATE0169,29/09/2003,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.3E-3,2.0E-4,3.8E-3,7.0E-1,<2.0E-5,3.0E-5,1.0E-4,2.5E-4,8.0E-2,,3.0E-1,1.3E+0,1.0E-3,2.2E+0,1.4E-4,1.0E-2,3.0E-5,,,,<2.0E-4,5.6E-3,,1.6E-5,,3.6E-3,18,
3572,32551,Freshwater,Water,,,,,Filtered,,,,,,WATE0169,29/09/2003,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.0E-2,1.4E-4,3.9E-3,6.9E-1,<1.0E-5,4.0E-5,<1.0E-3,2.5E-4,8.2E-2,,2.4E-1,1.2E+0,5.4E-3,1.9E+0,1.0E-4,<2.0E-2,3.8E-5,,,<3.0E-5,,6.1E-3,,8.6E-6,,1.5E-3,18,
3573,32552,Freshwater,Water,,,,,Filtered,,,,,,WATE0169,29/09/2003,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.4E-2,1.6E-4,4.0E-3,6.6E-1,<1.0E-5,3.7E-5,<1.0E-3,2.2E-4,1.0E-1,,2.4E-1,1.2E+0,5.4E-3,2.1E+0,7.5E-5,<2.0E-2,2.1E-5,,,<3.0E-5,,6.0E-3,,8.6E-6,,4.8E-4,18,
3574,D03299,Freshwater,Water,,,,,Filtered,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.8E-3,,3.2E-3,5.0E-1,,,,4.8E-4,<2.0E-2,,,1.0E+0,6.5E-3,,,,<1.0E-5,6.0E-4,,,,,,2.1E-5,,3.0E-4,18,
3575,D03300,Freshwater,Water,,,,,Filtered,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.2E-3,,3.1E-3,5.0E-1,,,,3.4E-4,<2.0E-2,,,1.0E+0,5.5E-3,,,,<1.0E-5,5.9E-4,,,,,,2.2E-5,,5.0E-4,18,
3576,MI07097,Freshwater,Water,,,,,Filtered,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,3.5E-4,4.6E-5,4.6E-4,5.0E-5,2.4E-4,5.2E-5,8.9E-4,1.2E-4,,,5.2E-4,1.4E-4,<4.6E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03300.
3577,MI07097,Freshwater,Water,,,,,Particulate,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,<2.0E-4,,<3.1E-4,,<4.1E-4,,,,6.6E-4,1.2E-4,1.6E-3,5.6E-4,<1.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03300.
3578,MI07097,Freshwater,Water,,,,,Total,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,<5.5E-4,,<7.7E-4,,<6.5E-4,,,,,,2.1E-3,2.9E-4,<2.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3579,MI07098,Freshwater,Water,,,,,Filtered,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,6.6E-4,6.1E-5,6.5E-4,6.0E-5,7.8E-4,6.7E-5,6.3E-4,1.1E-4,2.1E-4,8.0E-5,7.0E-4,1.7E-4,<4.8E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03299.
3580,MI07098,Freshwater,Water,,,,,Particulate,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,9.3E-4,1.2E-4,6.8E-4,1.1E-4,5.4E-4,1.5E-4,,,9.1E-4,2.4E-4,1.6E-3,8.8E-4,<3.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03299.
3581,MI07098,Freshwater,Water,,,,,Total,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,1.6E-3,6.7E-5,1.3E-3,6.3E-5,1.3E-3,8.2E-5,,,1.1E-3,1.3E-4,2.3E-3,4.5E-4,<3.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3582,D03302,Freshwater,Water,,,,,Total,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,8.1E-2,,4.0E-3,5.0E-1,,,,4.4E-4,2.2E-1,,,1.1E+0,2.1E-2,,,,3.0E-5,6.9E-4,,,,,,3.1E-5,,3.0E-4,18,
3583,D03303,Freshwater,Water,,,,,Total,,,,,,WATE0170,09/10/2007,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,8.3E-2,,4.0E-3,5.0E-1,,,,4.5E-4,2.2E-1,,,1.1E+0,2.1E-2,,,,3.0E-5,6.9E-4,,,,,,2.9E-5,,3.0E-4,18,
3584,D03296,Freshwater,Water,,,,,Filtered,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.2E-2,,3.9E-3,7.0E-1,,,,1.9E-4,1.2E-1,,,1.3E+0,3.2E-3,,,,<1.0E-5,9.9E-4,,,,,,3.0E-6,,2.0E-4,18,
3585,D03297,Freshwater,Water,,,,,Filtered,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.3E-2,,4.1E-3,7.0E-1,,,,2.0E-4,1.2E-1,,,1.4E+0,4.0E-3,,,,<1.0E-5,1.0E-3,,,,,,4.0E-6,,<1.0E-4,18,
3586,SBB07001,Freshwater,Water,,,,,Filtered,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,1.2E-4,3.8E-5,1.1E-4,3.6E-5,1.7E-4,5.7E-5,2.2E-4,1.2E-4,,,6.8E-4,1.5E-4,<7.9E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03296.
3587,SBB07001,Freshwater,Water,,,,,Particulate,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,<1.5E-4,,<1.7E-4,,<1.8E-4,,,,,,9.1E-4,5.7E-4,<1.7E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03296.
3588,SBB07001,Freshwater,Water,,,,,Total,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,<2.7E-4,,<2.8E-4,,<3.5E-4,,,,,,1.6E-3,2.9E-4,<2.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3589,SBB07002,Freshwater,Water,,,,,Filtered,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,<8.4E-5,,1.3E-4,3.8E-5,1.2E-4,4.5E-5,3.5E-4,9.0E-5,1.4E-3,1.8E-4,<7.5E-4,,<5.2E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03297.
3590,SBB07002,Freshwater,Water,,,,,Particulate,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,<1.2E-4,,<1.7E-4,,<1.9E-4,,,,,,1.2E-3,4.4E-4,<2.0E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,Sub-sample of D03297.
3591,SBB07002,Freshwater,Water,,,,,Total,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,<2.0E-4,,<3.0E-4,,<3.1E-4,,,,,,<2.0E-3,,<2.5E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3592,D03304,Freshwater,Water,,,,,Total,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.7E-2,,4.5E-3,8.0E-1,,,,2.1E-4,3.0E-1,,,1.4E+0,1.7E-2,,,,2.0E-5,1.0E-3,,,,,,7.0E-6,,2.0E-4,18,
3593,D03305,Freshwater,Water,,,,,Total,,,,,,WATE0171,16/10/2007,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.6E-2,,4.6E-3,8.0E-1,,,,2.5E-4,2.8E-1,,,1.3E+0,1.5E-2,,,,2.0E-5,1.0E-3,,,,,,9.0E-6,,2.0E-4,18,
3594,32175,Freshwater,Water,,,,,Filtered,,,,,,WATE0172,14/04/2003,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.1E-2,,1.4E-3,<1.0E-1,<2.0E-5,1.3E-4,3.0E-4,9.0E-5,1.2E-1,,<1.0E-1,4.0E-1,3.2E-3,1.3E+0,,,1.0E-5,,,,,1.3E-3,,1.1E-5,,2.0E-3,18,
3595,32176,Freshwater,Water,,,,,Filtered,,,,,,WATE0173,14/04/2003,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.8E-2,,1.6E-3,2.0E-1,2.0E-5,1.2E-4,5.0E-4,2.8E-4,1.2E-1,,1.0E-1,6.0E-1,4.5E-3,1.7E+0,,,5.0E-5,,,,,2.7E-3,,1.1E-5,,1.0E-2,18,
3596,32177,Freshwater,Water,,,,,Filtered,,,,,,WATE0174,15/04/2003,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.7E-2,,1.5E-3,<1.0E-1,<2.0E-5,8.0E-5,3.0E-4,1.8E-4,2.0E-2,,<1.0E-1,1.0E-1,2.2E-3,1.2E+0,,,5.0E-5,,,,,1.2E-3,,6.0E-6,,2.3E-3,18,
3597,32178,Freshwater,Water,,,,,Filtered,,,,,,WATE0175,15/04/2003,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.3E-2,,2.0E-3,<1.0E-1,4.0E-5,9.0E-5,3.0E-4,3.1E-4,4.0E-2,,<1.0E-1,2.0E-1,2.3E-3,1.2E+0,,,2.0E-5,,,,,1.2E-3,,7.0E-6,,6.9E-3,18,
3598,32647,Freshwater,Water,,,,,Filtered,,,,,,WATE0176,07/10/2003,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.9E-2,1.5E-4,2.2E-3,2.0E-1,<2.0E-5,5.0E-5,2.0E-4,9.0E-5,2.2E-1,,3.0E-1,3.0E-1,8.8E-3,1.8E+0,9.0E-5,,2.0E-5,,,,<2.0E-4,3.4E-3,,1.3E-5,,8.0E-4,18,
3599,32650,Freshwater,Water,,,,,Filtered,,,,,,WATE0177,09/10/2003,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.5E-2,5.0E-5,2.0E-3,1.0E-1,<2.0E-5,7.0E-5,3.0E-4,8.0E-5,1.4E-1,,2.0E-1,2.0E-1,5.6E-3,2.0E+0,4.0E-5,,2.0E-5,,,,<2.0E-4,2.1E-3,,5.0E-6,,8.0E-4,18,
3600,32652,Freshwater,Water,,,,,Filtered,,,,,,WATE0178,09/10/2003,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.8E-2,1.5E-4,2.2E-3,3.0E-1,<2.0E-5,5.0E-5,5.0E-4,1.2E-4,2.2E-1,,3.0E-1,3.0E-1,8.8E-3,1.8E+0,5.0E-5,,2.0E-5,,,,<2.0E-4,3.4E-3,,1.2E-5,,9.0E-4,18,
3601,31511,Freshwater,Water,,,,,Filtered,,,,,,WATE0179,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.5E-2,,5.6E-3,6.0E-1,<2.0E-5,4.7E-4,2.0E-4,2.5E-4,7.4E-1,,1.6E+0,1.5E+0,2.4E-2,6.4E+0,1.1E-4,,1.0E-5,,,,,7.4E-3,,5.6E-5,,6.0E-4,18,Samples 31511 and 31512 are replicates.
3602,31512,Freshwater,Water,,,,,Filtered,,,,,,WATE0179,08/10/2002,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,4.5E-2,,5.7E-3,6.0E-1,<2.0E-5,5.4E-4,2.0E-4,2.7E-4,7.2E-1,,1.6E+0,1.4E+0,2.4E-2,6.3E+0,1.0E-4,,2.0E-5,,,,,7.5E-3,,5.1E-5,,1.6E-3,18,Samples 31511 and 31512 are replicates.
3603,31513,Freshwater,Water,,,,,Filtered,,,,,,WATE0180,08/10/2002,Swift Creek (Ngarradj) - Downstream site 1,Unperturbed,274243,8618082,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,1.0E-2,,2.7E-3,2.0E-1,<2.0E-5,1.6E-4,4.0E-4,3.0E-5,1.0E-1,,2.0E-1,5.0E-1,5.4E-3,1.3E+0,4.8E-4,,2.0E-5,,,,,2.5E-3,,2.4E-5,,5.1E-3,18,
3604,31514,Freshwater,Water,,,,,Filtered,,,,,,WATE0181,10/10/2002,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.7E-2,,2.0E-3,2.0E-1,<2.0E-5,9.0E-5,2.0E-4,6.0E-5,1.6E-1,,3.0E-1,3.0E-1,5.5E-3,2.2E+0,7.0E-5,,8.0E-5,,,,,2.1E-3,,2.5E-5,,1.7E-3,18,
3605,31515,Freshwater,Water,,,,,Filtered,,,,,,WATE0182,10/10/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,3.8E-2,,2.0E-3,3.0E-1,<2.0E-5,8.0E-5,3.0E-4,<1.0E-5,3.0E-1,,3.0E-1,4.0E-1,9.3E-3,1.8E+0,9.0E-5,,1.0E-5,,,,,3.1E-3,,2.4E-5,,5.5E-3,18,
3606,MI04099,Freshwater,Water,,,,,Filtered,,,,,,WATE0183,20/10/2004,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,8.6E-4,1.5E-4,,,,,,,,,,,,,,,2.1E-2,1.0E-4,3.1E-3,6.0E-1,<2.0E-5,6.0E-5,6.0E-4,7.1E-4,3.6E-2,<2.0E-5,2.0E-1,1.0E+0,1.4E-3,2.6E+0,,<1.0E-1,1.2E-4,5.8E-4,1.2E-1,<5.0E-5,<2.0E-4,4.6E-3,<1.0E-5,3.4E-5,2.5E-4,4.8E-2,18,
3607,MI05001,Freshwater,Water,,,,,Filtered,,,,,,WATE0184,10/10/2005,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,6.3E-4,9.0E-5,,,,,,,,,,,,,,,5.5E-2,6.2E-3,2.7E-3,5.4E-1,3.8E-5,,,1.7E-3,7.3E-2,,1.8E-1,1.2E+0,3.7E-3,,,,2.9E-4,,4.0E-1,7.0E-5,6.7E-4,3.8E-3,<7.0E-5,2.3E-5,,3.5E-2,18,
3608,MI05001,Freshwater,Water,,,,,Particulate,,,,,,WATE0184,10/10/2005,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6E-4,,,18,
3609,MI05001,Freshwater,Water,,,,,Total,,,,,,WATE0184,10/10/2005,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8E-4,,,18,
3610,MI06001,Freshwater,Water,,,,,Filtered,,,,,,WATE0185,25/10/2006,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,1.5E-3,1.7E-4,,,,,,,,,,,,,,,2.5E-1,1.5E-4,4.1E-3,8.0E-1,6.0E-5,1.5E-4,3.1E-3,1.5E-2,1.3E-1,<2.0E-5,2.0E-1,1.1E+0,6.5E-3,2.2E+0,,<1.0E-1,2.6E-3,5.6E-4,1.0E-1,<5.0E-5,<2.0E-4,5.6E-3,<1.0E-5,7.9E-5,3.0E-4,4.9E-2,18,
3611,MI06001,Freshwater,Water,,,,,Particulate,,,,,,WATE0185,25/10/2006,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,<1.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3612,MI06001,Freshwater,Water,,,,,Total,,,,,,WATE0185,25/10/2006,Mudginberri Billabong,Unperturbed,269217,8606666,53S,WGS84,2,,,,,,,<2.5E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3613,SBB05001,Freshwater,Water,,,,,Filtered,,,,,,WATE0186,17/10/2005,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,4.3E-4,8.0E-5,,,,,,,,,,,,,,,1.2E-2,5.8E-3,3.2E-3,6.4E-1,<1.0E-5,,,9.2E-4,5.1E-2,,3.1E-1,1.2E+0,4.4E-3,,,,1.0E-4,,2.0E-1,4.8E-5,6.0E-4,5.5E-3,<7.0E-5,<5.0E-6,,2.6E-2,18,
3614,SBB05001,Freshwater,Water,,,,,Particulate,,,,,,WATE0186,17/10/2005,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6E-4,,,18,
3615,SBB05001,Freshwater,Water,,,,,Total,,,,,,WATE0186,17/10/2005,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1.7E-4,,,18,
3616,SBB06001,Freshwater,Water,,,,,Filtered,,,,,,WATE0187,25/10/2006,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,<1.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3617,SBB06001,Freshwater,Water,,,,,Particulate,,,,,,WATE0187,25/10/2006,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,<1.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3618,SBB06001,Freshwater,Water,,,,,Total,,,,,,WATE0187,25/10/2006,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,<2.0E-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3619,SBB08005,Freshwater,Water,,,,,Filtered,,,,,,WATE0188,12/09/2008,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,2.9E-4,4.8E-5,3.2E-4,5.0E-5,5.6E-4,8.8E-5,6.5E-4,1.0E-4,,,,,<9.4E-5,,,,,,,,,,1.0E-2,,3.8E-3,5.5E-1,,,,2.2E-4,1.4E-1,,,1.1E+0,6.4E-3,,,,1.0E-5,9.9E-4,,,,,,3.5E-6,,5.0E-4,18,
3620,SBB08005,Freshwater,Water,,,,,Particulate,,,,,,WATE0188,12/09/2008,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,1.0E-3,1.8E-4,4.5E-4,1.4E-4,6.5E-4,2.2E-4,3.4E-4,1.4E-4,,,,,<3.8E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
3621,SBB08005,Freshwater,Water,,,,,Total,,,,,,WATE0188,12/09/2008,Sandy Billabong,Unperturbed,259188,8572593,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,5.0E-2,,4.2E-3,6.0E-1,,,,2.8E-4,3.4E-1,,,1.2E+0,1.5E-2,,,,1.5E-5,1.0E-3,,,,,,1.0E-5,,9.2E-3,18,
3622,CF02001,Freshwater,Water,,,,,Filtered,,,,,,WATE0189,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,<2.0E-5,,,9.1E-4,2.7E-2,,,2.0E-1,3.7E-3,,,,1.3E-3,,<2.0E-1,,,,,<1.0E-5,,2.8E-3,18,
3623,CF02001,Freshwater,Water,,,,,Total,,,,,,WATE0189,17/04/2002,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,<2.0E-5,,,3.8E-4,5.4E-2,,,1.9E-1,4.0E-3,,,,1.3E-3,,<2.0E-1,,,,,<1.0E-5,,1.4E-3,18,
3624,CF02002,Freshwater,Water,,,,,Filtered,,,,,,WATE0190,17/04/2002,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,<2.0E-5,,,9.1E-4,3.0E-2,,,2.2E-1,3.7E-3,,,,1.0E-3,,<2.0E-1,,,,,<1.0E-5,,2.2E-3,18,
3625,CF02002,Freshwater,Water,,,,,Total,,,,,,WATE0190,17/04/2002,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,<2.0E-5,,,1.3E-3,3.6E-2,,,2.0E-1,3.8E-3,,,,1.0E-3,,<2.0E-1,,,,,<1.0E-5,,1.5E-3,18,
3626,A00754,Freshwater,Water,,,,,Filtered,,,,,,WATE0191,05/10/2004,Catfish Creek - Downstream fish sampling site,Unperturbed,277287,8622514,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,2.3E-2,<1.0E-3,5.0E-3,2.2E-1,<1.0E-3,<1.0E-3,<1.0E-3,<1.0E-3,,<1.0E-4,,3.5E-1,1.0E-2,,<1.0E-3,,<1.0E-3,,,,<1.0E-3,3.0E-3,<1.0E-3,<1.0E-3,,5.0E-3,18,
3627,A00755,Freshwater,Water,,,,,Filtered,,,,,,WATE0192,05/10/2004,Catfish Creek - Upstream fish sampling site,Unperturbed,277208,8621768,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.8E-2,<1.0E-3,3.0E-3,1.9E-1,<1.0E-3,<1.0E-3,<1.0E-3,<1.0E-3,,<1.0E-4,,3.9E-1,6.0E-3,,<1.0E-3,,<1.0E-3,,,,<1.0E-3,3.0E-3,<1.0E-3,<1.0E-3,,4.0E-3,18,
3628,A00757,Freshwater,Water,,,,,Filtered,,,,,,WATE0193,04/10/2004,Swift Creek (Ngarradj) - Upstream main channel,Unperturbed,274869,8616759,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,7.6E-2,<1.0E-3,2.0E-3,4.3E-1,<1.0E-3,<1.0E-3,<1.0E-3,<1.0E-3,,<1.0E-4,,1.1E+0,1.4E-2,,<1.0E-3,,<1.0E-3,,,,<1.0E-3,5.0E-3,<1.0E-3,<1.0E-3,,2.0E-3,18,
3629,A00758,Freshwater,Water,,,,,Filtered,,,,,,WATE0194,04/10/2004,Swift Creek (Ngarradj) - Downstream site 2,Unperturbed,273578,8619021,53S,WGS84,2,,,,,,,,,,,,,,,,,,,,,,,6.5E-2,<1.0E-3,3.0E-3,3.1E-1,<1.0E-3,<1.0E-3,<1.0E-3,<1.0E-3,,<1.0E-4,,4.8E-1,5.0E-3,,<1.0E-3,,<1.0E-3,,,,<1.0E-3,3.0E-3,<1.0E-3,<1.0E-3,,5.0E-3,18,Samples A00758 and A00759 are replicates.
